#    L    TT             EE             BB             TE             PP             TP             EP          
  2041   0.231610E+03   0.432049E+01   0.000000E+00  -0.750442E+01   0.230177E-08   0.861544E-06   0.311790E-08
  2042   0.230984E+03   0.430907E+01   0.000000E+00  -0.728642E+01   0.229980E-08   0.865646E-06   0.382061E-08
  2043   0.230347E+03   0.429878E+01   0.000000E+00  -0.706967E+01   0.229784E-08   0.869321E-06   0.450978E-08
  2044   0.229698E+03   0.428961E+01   0.000000E+00  -0.685428E+01   0.229588E-08   0.872543E-06   0.518513E-08
  2045   0.229038E+03   0.428155E+01   0.000000E+00  -0.664036E+01   0.229392E-08   0.875284E-06   0.584637E-08
  2046   0.228367E+03   0.427460E+01   0.000000E+00  -0.642795E+01   0.229197E-08   0.877516E-06   0.649320E-08
  2047   0.227683E+03   0.426876E+01   0.000000E+00  -0.621729E+01   0.229002E-08   0.879211E-06   0.712534E-08
  2048   0.226990E+03   0.426403E+01   0.000000E+00  -0.600844E+01   0.228807E-08   0.880342E-06   0.774249E-08
  2049   0.226285E+03   0.426040E+01   0.000000E+00  -0.580149E+01   0.228612E-08   0.880881E-06   0.834436E-08
  2050   0.225570E+03   0.425788E+01   0.000000E+00  -0.559649E+01   0.228418E-08   0.880801E-06   0.893066E-08
  2051   0.224844E+03   0.425643E+01   0.000000E+00  -0.539359E+01   0.228223E-08   0.880081E-06   0.950122E-08
  2052   0.224108E+03   0.425605E+01   0.000000E+00  -0.519279E+01   0.228029E-08   0.878737E-06   0.100563E-07
  2053   0.223361E+03   0.425676E+01   0.000000E+00  -0.499411E+01   0.227836E-08   0.876789E-06   0.105964E-07
  2054   0.222604E+03   0.425852E+01   0.000000E+00  -0.479766E+01   0.227642E-08   0.874260E-06   0.111219E-07
  2055   0.221837E+03   0.426133E+01   0.000000E+00  -0.460334E+01   0.227449E-08   0.871172E-06   0.116333E-07
  2056   0.221061E+03   0.426518E+01   0.000000E+00  -0.441132E+01   0.227256E-08   0.867546E-06   0.121308E-07
  2057   0.220273E+03   0.427006E+01   0.000000E+00  -0.422150E+01   0.227063E-08   0.863406E-06   0.126151E-07
  2058   0.219477E+03   0.427597E+01   0.000000E+00  -0.403405E+01   0.226870E-08   0.858772E-06   0.130864E-07
  2059   0.218671E+03   0.428288E+01   0.000000E+00  -0.384894E+01   0.226678E-08   0.853667E-06   0.135452E-07
  2060   0.217856E+03   0.429080E+01   0.000000E+00  -0.366614E+01   0.226486E-08   0.848113E-06   0.139920E-07
  2061   0.217032E+03   0.429971E+01   0.000000E+00  -0.348582E+01   0.226294E-08   0.842131E-06   0.144271E-07
  2062   0.216199E+03   0.430960E+01   0.000000E+00  -0.330788E+01   0.226103E-08   0.835745E-06   0.148510E-07
  2063   0.215357E+03   0.432045E+01   0.000000E+00  -0.313250E+01   0.225911E-08   0.828975E-06   0.152640E-07
  2064   0.214506E+03   0.433227E+01   0.000000E+00  -0.295963E+01   0.225720E-08   0.821844E-06   0.156667E-07
  2065   0.213648E+03   0.434502E+01   0.000000E+00  -0.278925E+01   0.225529E-08   0.814374E-06   0.160594E-07
  2066   0.212780E+03   0.435870E+01   0.000000E+00  -0.262154E+01   0.225338E-08   0.806586E-06   0.164426E-07
  2067   0.211905E+03   0.437329E+01   0.000000E+00  -0.245638E+01   0.225148E-08   0.798504E-06   0.168166E-07
  2068   0.211023E+03   0.438879E+01   0.000000E+00  -0.229396E+01   0.224958E-08   0.790148E-06   0.171819E-07
  2069   0.210133E+03   0.440516E+01   0.000000E+00  -0.213417E+01   0.224768E-08   0.781541E-06   0.175390E-07
  2070   0.209236E+03   0.442242E+01   0.000000E+00  -0.197712E+01   0.224578E-08   0.772704E-06   0.178882E-07
  2071   0.208332E+03   0.444052E+01   0.000000E+00  -0.182283E+01   0.224389E-08   0.763661E-06   0.182299E-07
  2072   0.207420E+03   0.445946E+01   0.000000E+00  -0.167136E+01   0.224199E-08   0.754432E-06   0.185646E-07
  2073   0.206502E+03   0.447922E+01   0.000000E+00  -0.152273E+01   0.224010E-08   0.745040E-06   0.188927E-07
  2074   0.205577E+03   0.449979E+01   0.000000E+00  -0.137691E+01   0.223821E-08   0.735507E-06   0.192147E-07
  2075   0.204647E+03   0.452115E+01   0.000000E+00  -0.123401E+01   0.223633E-08   0.725855E-06   0.195309E-07
  2076   0.203710E+03   0.454327E+01   0.000000E+00  -0.109399E+01   0.223445E-08   0.716105E-06   0.198417E-07
  2077   0.202767E+03   0.456615E+01   0.000000E+00  -0.956957E+00   0.223256E-08   0.706281E-06   0.201476E-07
  2078   0.201819E+03   0.458976E+01   0.000000E+00  -0.822950E+00   0.223069E-08   0.696403E-06   0.204491E-07
  2079   0.200866E+03   0.461409E+01   0.000000E+00  -0.691931E+00   0.222881E-08   0.686494E-06   0.207464E-07
  2080   0.199908E+03   0.463911E+01   0.000000E+00  -0.564010E+00   0.222693E-08   0.676575E-06   0.210401E-07
  2081   0.198946E+03   0.466482E+01   0.000000E+00  -0.439149E+00   0.222506E-08   0.666670E-06   0.213306E-07
  2082   0.197979E+03   0.469118E+01   0.000000E+00  -0.317458E+00   0.222319E-08   0.656799E-06   0.216182E-07
  2083   0.197008E+03   0.471818E+01   0.000000E+00  -0.198974E+00   0.222132E-08   0.646985E-06   0.219035E-07
  2084   0.196033E+03   0.474581E+01   0.000000E+00  -0.836576E-01   0.221946E-08   0.637249E-06   0.221868E-07
  2085   0.195056E+03   0.477402E+01   0.000000E+00   0.283802E-01   0.221760E-08   0.627615E-06   0.224686E-07
  2086   0.194075E+03   0.480282E+01   0.000000E+00   0.137178E+00   0.221574E-08   0.618103E-06   0.227492E-07
  2087   0.193091E+03   0.483217E+01   0.000000E+00   0.242699E+00   0.221388E-08   0.608736E-06   0.230291E-07
  2088   0.192105E+03   0.486204E+01   0.000000E+00   0.344907E+00   0.221202E-08   0.599536E-06   0.233087E-07
  2089   0.191116E+03   0.489242E+01   0.000000E+00   0.443767E+00   0.221017E-08   0.590525E-06   0.235885E-07
  2090   0.190126E+03   0.492329E+01   0.000000E+00   0.539242E+00   0.220832E-08   0.581724E-06   0.238688E-07
  2091   0.189133E+03   0.495462E+01   0.000000E+00   0.631371E+00   0.220647E-08   0.573156E-06   0.241501E-07
  2092   0.188139E+03   0.498639E+01   0.000000E+00   0.720043E+00   0.220462E-08   0.564843E-06   0.244328E-07
  2093   0.187144E+03   0.501857E+01   0.000000E+00   0.805222E+00   0.220277E-08   0.556807E-06   0.247173E-07
  2094   0.186148E+03   0.505113E+01   0.000000E+00   0.887020E+00   0.220093E-08   0.549069E-06   0.250040E-07
  2095   0.185151E+03   0.508406E+01   0.000000E+00   0.965253E+00   0.219909E-08   0.541652E-06   0.252934E-07
  2096   0.184155E+03   0.511732E+01   0.000000E+00   0.103996E+01   0.219725E-08   0.534578E-06   0.255859E-07
  2097   0.183159E+03   0.515089E+01   0.000000E+00   0.111115E+01   0.219542E-08   0.527869E-06   0.258819E-07
  2098   0.182163E+03   0.518476E+01   0.000000E+00   0.117875E+01   0.219358E-08   0.521546E-06   0.261818E-07
  2099   0.181169E+03   0.521887E+01   0.000000E+00   0.124276E+01   0.219175E-08   0.515632E-06   0.264861E-07
  2100   0.180175E+03   0.525321E+01   0.000000E+00   0.130317E+01   0.218992E-08   0.510149E-06   0.267951E-07
  2101   0.179182E+03   0.528777E+01   0.000000E+00   0.135996E+01   0.218810E-08   0.505112E-06   0.271092E-07
  2102   0.178191E+03   0.532251E+01   0.000000E+00   0.141313E+01   0.218627E-08   0.500508E-06   0.274283E-07
  2103   0.177201E+03   0.535743E+01   0.000000E+00   0.146269E+01   0.218445E-08   0.496319E-06   0.277521E-07
  2104   0.176213E+03   0.539252E+01   0.000000E+00   0.150865E+01   0.218263E-08   0.492526E-06   0.280806E-07
  2105   0.175227E+03   0.542777E+01   0.000000E+00   0.155102E+01   0.218081E-08   0.489109E-06   0.284135E-07
  2106   0.174243E+03   0.546316E+01   0.000000E+00   0.158983E+01   0.217899E-08   0.486048E-06   0.287506E-07
  2107   0.173261E+03   0.549868E+01   0.000000E+00   0.162507E+01   0.217718E-08   0.483326E-06   0.290917E-07
  2108   0.172281E+03   0.553432E+01   0.000000E+00   0.165678E+01   0.217537E-08   0.480923E-06   0.294367E-07
  2109   0.171304E+03   0.557007E+01   0.000000E+00   0.168494E+01   0.217356E-08   0.478820E-06   0.297852E-07
  2110   0.170330E+03   0.560590E+01   0.000000E+00   0.170960E+01   0.217175E-08   0.476997E-06   0.301372E-07
  2111   0.169359E+03   0.564181E+01   0.000000E+00   0.173075E+01   0.216994E-08   0.475436E-06   0.304924E-07
  2112   0.168391E+03   0.567779E+01   0.000000E+00   0.174842E+01   0.216814E-08   0.474118E-06   0.308507E-07
  2113   0.167426E+03   0.571381E+01   0.000000E+00   0.176264E+01   0.216634E-08   0.473022E-06   0.312117E-07
  2114   0.166464E+03   0.574987E+01   0.000000E+00   0.177342E+01   0.216454E-08   0.472132E-06   0.315755E-07
  2115   0.165507E+03   0.578593E+01   0.000000E+00   0.178080E+01   0.216274E-08   0.471426E-06   0.319417E-07
  2116   0.164552E+03   0.582200E+01   0.000000E+00   0.178479E+01   0.216095E-08   0.470886E-06   0.323101E-07
  2117   0.163602E+03   0.585806E+01   0.000000E+00   0.178542E+01   0.215916E-08   0.470493E-06   0.326806E-07
  2118   0.162656E+03   0.589409E+01   0.000000E+00   0.178271E+01   0.215737E-08   0.470228E-06   0.330530E-07
  2119   0.161714E+03   0.593007E+01   0.000000E+00   0.177668E+01   0.215558E-08   0.470072E-06   0.334271E-07
  2120   0.160776E+03   0.596598E+01   0.000000E+00   0.176739E+01   0.215379E-08   0.470005E-06   0.338026E-07
  2121   0.159843E+03   0.600181E+01   0.000000E+00   0.175484E+01   0.215201E-08   0.470009E-06   0.341794E-07
  2122   0.158915E+03   0.603755E+01   0.000000E+00   0.173908E+01   0.215023E-08   0.470064E-06   0.345573E-07
  2123   0.157991E+03   0.607317E+01   0.000000E+00   0.172014E+01   0.214845E-08   0.470151E-06   0.349361E-07
  2124   0.157073E+03   0.610865E+01   0.000000E+00   0.169803E+01   0.214667E-08   0.470251E-06   0.353156E-07
  2125   0.156160E+03   0.614399E+01   0.000000E+00   0.167281E+01   0.214489E-08   0.470345E-06   0.356955E-07
  2126   0.155252E+03   0.617916E+01   0.000000E+00   0.164450E+01   0.214312E-08   0.470415E-06   0.360758E-07
  2127   0.154350E+03   0.621414E+01   0.000000E+00   0.161313E+01   0.214135E-08   0.470439E-06   0.364562E-07
  2128   0.153455E+03   0.624891E+01   0.000000E+00   0.157876E+01   0.213958E-08   0.470401E-06   0.368365E-07
  2129   0.152565E+03   0.628346E+01   0.000000E+00   0.154141E+01   0.213781E-08   0.470280E-06   0.372165E-07
  2130   0.151681E+03   0.631776E+01   0.000000E+00   0.150111E+01   0.213605E-08   0.470058E-06   0.375961E-07
  2131   0.150804E+03   0.635180E+01   0.000000E+00   0.145791E+01   0.213429E-08   0.469714E-06   0.379750E-07
  2132   0.149933E+03   0.638557E+01   0.000000E+00   0.141185E+01   0.213253E-08   0.469232E-06   0.383530E-07
  2133   0.149069E+03   0.641902E+01   0.000000E+00   0.136297E+01   0.213077E-08   0.468590E-06   0.387299E-07
  2134   0.148212E+03   0.645217E+01   0.000000E+00   0.131132E+01   0.212901E-08   0.467770E-06   0.391056E-07
  2135   0.147362E+03   0.648497E+01   0.000000E+00   0.125694E+01   0.212726E-08   0.466752E-06   0.394799E-07
  2136   0.146519E+03   0.651740E+01   0.000000E+00   0.119990E+01   0.212551E-08   0.465519E-06   0.398524E-07
  2137   0.145684E+03   0.654946E+01   0.000000E+00   0.114022E+01   0.212376E-08   0.464050E-06   0.402232E-07
  2138   0.144856E+03   0.658112E+01   0.000000E+00   0.107797E+01   0.212201E-08   0.462327E-06   0.405919E-07
  2139   0.144037E+03   0.661236E+01   0.000000E+00   0.101318E+01   0.212026E-08   0.460330E-06   0.409584E-07
  2140   0.143226E+03   0.664317E+01   0.000000E+00   0.945912E+00   0.211852E-08   0.458041E-06   0.413224E-07
  2141   0.142423E+03   0.667351E+01   0.000000E+00   0.876221E+00   0.211678E-08   0.455439E-06   0.416839E-07
  2142   0.141629E+03   0.670337E+01   0.000000E+00   0.804165E+00   0.211504E-08   0.452507E-06   0.420425E-07
  2143   0.140844E+03   0.673272E+01   0.000000E+00   0.729788E+00   0.211330E-08   0.449224E-06   0.423981E-07
  2144   0.140067E+03   0.676157E+01   0.000000E+00   0.653154E+00   0.211156E-08   0.445573E-06   0.427504E-07
  2145   0.139300E+03   0.678986E+01   0.000000E+00   0.574309E+00   0.210983E-08   0.441533E-06   0.430994E-07
  2146   0.138541E+03   0.681758E+01   0.000000E+00   0.493312E+00   0.210810E-08   0.437085E-06   0.434448E-07
  2147   0.137792E+03   0.684472E+01   0.000000E+00   0.410223E+00   0.210637E-08   0.432211E-06   0.437864E-07
  2148   0.137053E+03   0.687126E+01   0.000000E+00   0.325104E+00   0.210464E-08   0.426892E-06   0.441240E-07
  2149   0.136323E+03   0.689716E+01   0.000000E+00   0.238018E+00   0.210292E-08   0.421108E-06   0.444574E-07
  2150   0.135604E+03   0.692242E+01   0.000000E+00   0.149026E+00   0.210119E-08   0.414839E-06   0.447864E-07
  2151   0.134894E+03   0.694700E+01   0.000000E+00   0.581849E-01   0.209947E-08   0.408074E-06   0.451109E-07
  2152   0.134194E+03   0.697091E+01   0.000000E+00  -0.344703E-01   0.209775E-08   0.400823E-06   0.454310E-07
  2153   0.133505E+03   0.699414E+01   0.000000E+00  -0.128909E+00   0.209604E-08   0.393103E-06   0.457466E-07
  2154   0.132826E+03   0.701668E+01   0.000000E+00  -0.225094E+00   0.209432E-08   0.384932E-06   0.460581E-07
  2155   0.132157E+03   0.703853E+01   0.000000E+00  -0.322988E+00   0.209261E-08   0.376326E-06   0.463654E-07
  2156   0.131498E+03   0.705969E+01   0.000000E+00  -0.422549E+00   0.209090E-08   0.367302E-06   0.466688E-07
  2157   0.130850E+03   0.708015E+01   0.000000E+00  -0.523741E+00   0.208919E-08   0.357878E-06   0.469682E-07
  2158   0.130212E+03   0.709991E+01   0.000000E+00  -0.626523E+00   0.208748E-08   0.348070E-06   0.472638E-07
  2159   0.129583E+03   0.711897E+01   0.000000E+00  -0.730857E+00   0.208578E-08   0.337896E-06   0.475558E-07
  2160   0.128966E+03   0.713731E+01   0.000000E+00  -0.836702E+00   0.208407E-08   0.327373E-06   0.478442E-07
  2161   0.128358E+03   0.715494E+01   0.000000E+00  -0.944017E+00   0.208237E-08   0.316518E-06   0.481292E-07
  2162   0.127761E+03   0.717186E+01   0.000000E+00  -0.105275E+01   0.208067E-08   0.305348E-06   0.484108E-07
  2163   0.127175E+03   0.718805E+01   0.000000E+00  -0.116287E+01   0.207898E-08   0.293880E-06   0.486892E-07
  2164   0.126598E+03   0.720351E+01   0.000000E+00  -0.127432E+01   0.207728E-08   0.282130E-06   0.489645E-07
  2165   0.126031E+03   0.721823E+01   0.000000E+00  -0.138705E+01   0.207559E-08   0.270118E-06   0.492369E-07
  2166   0.125475E+03   0.723222E+01   0.000000E+00  -0.150103E+01   0.207390E-08   0.257858E-06   0.495063E-07
  2167   0.124930E+03   0.724546E+01   0.000000E+00  -0.161620E+01   0.207221E-08   0.245369E-06   0.497730E-07
  2168   0.124395E+03   0.725797E+01   0.000000E+00  -0.173252E+01   0.207052E-08   0.232667E-06   0.500370E-07
  2169   0.123869E+03   0.726972E+01   0.000000E+00  -0.184991E+01   0.206884E-08   0.219770E-06   0.502985E-07
  2170   0.123355E+03   0.728072E+01   0.000000E+00  -0.196833E+01   0.206716E-08   0.206695E-06   0.505575E-07
  2171   0.122850E+03   0.729097E+01   0.000000E+00  -0.208771E+01   0.206548E-08   0.193458E-06   0.508143E-07
  2172   0.122356E+03   0.730047E+01   0.000000E+00  -0.220800E+01   0.206380E-08   0.180077E-06   0.510688E-07
  2173   0.121872E+03   0.730921E+01   0.000000E+00  -0.232914E+01   0.206212E-08   0.166569E-06   0.513213E-07
  2174   0.121399E+03   0.731719E+01   0.000000E+00  -0.245106E+01   0.206044E-08   0.152951E-06   0.515717E-07
  2175   0.120936E+03   0.732440E+01   0.000000E+00  -0.257371E+01   0.205877E-08   0.139240E-06   0.518204E-07
  2176   0.120484E+03   0.733085E+01   0.000000E+00  -0.269703E+01   0.205710E-08   0.125453E-06   0.520672E-07
  2177   0.120042E+03   0.733654E+01   0.000000E+00  -0.282097E+01   0.205543E-08   0.111608E-06   0.523125E-07
  2178   0.119610E+03   0.734145E+01   0.000000E+00  -0.294546E+01   0.205376E-08   0.977205E-07   0.525562E-07
  2179   0.119188E+03   0.734559E+01   0.000000E+00  -0.307045E+01   0.205210E-08   0.838087E-07   0.527985E-07
  2180   0.118777E+03   0.734894E+01   0.000000E+00  -0.319587E+01   0.205044E-08   0.698894E-07   0.530395E-07
  2181   0.118376E+03   0.735151E+01   0.000000E+00  -0.332167E+01   0.204878E-08   0.559797E-07   0.532793E-07
  2182   0.117985E+03   0.735330E+01   0.000000E+00  -0.344778E+01   0.204712E-08   0.420966E-07   0.535181E-07
  2183   0.117604E+03   0.735431E+01   0.000000E+00  -0.357414E+01   0.204546E-08   0.282574E-07   0.537559E-07
  2184   0.117233E+03   0.735453E+01   0.000000E+00  -0.370067E+01   0.204380E-08   0.144789E-07   0.539929E-07
  2185   0.116872E+03   0.735396E+01   0.000000E+00  -0.382731E+01   0.204215E-08   0.778434E-09   0.542291E-07
  2186   0.116521E+03   0.735261E+01   0.000000E+00  -0.395398E+01   0.204050E-08  -0.128270E-07   0.544647E-07
  2187   0.116181E+03   0.735046E+01   0.000000E+00  -0.408063E+01   0.203885E-08  -0.263204E-07   0.546998E-07
  2188   0.115850E+03   0.734753E+01   0.000000E+00  -0.420719E+01   0.203720E-08  -0.396846E-07   0.549345E-07
  2189   0.115529E+03   0.734380E+01   0.000000E+00  -0.433358E+01   0.203556E-08  -0.529026E-07   0.551690E-07
  2190   0.115218E+03   0.733929E+01   0.000000E+00  -0.445973E+01   0.203391E-08  -0.659571E-07   0.554032E-07
  2191   0.114916E+03   0.733397E+01   0.000000E+00  -0.458558E+01   0.203227E-08  -0.788313E-07   0.556375E-07
  2192   0.114625E+03   0.732786E+01   0.000000E+00  -0.471106E+01   0.203063E-08  -0.915079E-07   0.558718E-07
  2193   0.114343E+03   0.732095E+01   0.000000E+00  -0.483610E+01   0.202899E-08  -0.103970E-06   0.561062E-07
  2194   0.114069E+03   0.731324E+01   0.000000E+00  -0.496063E+01   0.202736E-08  -0.116200E-06   0.563410E-07
  2195   0.113806E+03   0.730474E+01   0.000000E+00  -0.508458E+01   0.202572E-08  -0.128182E-06   0.565761E-07
  2196   0.113552E+03   0.729543E+01   0.000000E+00  -0.520787E+01   0.202409E-08  -0.139897E-06   0.568118E-07
  2197   0.113308E+03   0.728533E+01   0.000000E+00  -0.533043E+01   0.202246E-08  -0.151330E-06   0.570481E-07
  2198   0.113072E+03   0.727443E+01   0.000000E+00  -0.545217E+01   0.202083E-08  -0.162463E-06   0.572851E-07
  2199   0.112846E+03   0.726275E+01   0.000000E+00  -0.557303E+01   0.201921E-08  -0.173278E-06   0.575230E-07
  2200   0.112629E+03   0.725027E+01   0.000000E+00  -0.569292E+01   0.201758E-08  -0.183760E-06   0.577618E-07
  2201   0.112420E+03   0.723700E+01   0.000000E+00  -0.581178E+01   0.201596E-08  -0.193893E-06   0.580017E-07
  2202   0.112221E+03   0.722295E+01   0.000000E+00  -0.592956E+01   0.201434E-08  -0.203677E-06   0.582420E-07
  2203   0.112030E+03   0.720812E+01   0.000000E+00  -0.604626E+01   0.201272E-08  -0.213113E-06   0.584823E-07
  2204   0.111849E+03   0.719252E+01   0.000000E+00  -0.616185E+01   0.201110E-08  -0.222205E-06   0.587219E-07
  2205   0.111676E+03   0.717614E+01   0.000000E+00  -0.627629E+01   0.200949E-08  -0.230953E-06   0.589603E-07
  2206   0.111511E+03   0.715901E+01   0.000000E+00  -0.638959E+01   0.200788E-08  -0.239360E-06   0.591969E-07
  2207   0.111355E+03   0.714112E+01   0.000000E+00  -0.650171E+01   0.200626E-08  -0.247427E-06   0.594311E-07
  2208   0.111207E+03   0.712247E+01   0.000000E+00  -0.661264E+01   0.200466E-08  -0.255157E-06   0.596625E-07
  2209   0.111068E+03   0.710307E+01   0.000000E+00  -0.672234E+01   0.200305E-08  -0.262552E-06   0.598903E-07
  2210   0.110937E+03   0.708294E+01   0.000000E+00  -0.683079E+01   0.200144E-08  -0.269614E-06   0.601140E-07
  2211   0.110814E+03   0.706207E+01   0.000000E+00  -0.693798E+01   0.199984E-08  -0.276344E-06   0.603331E-07
  2212   0.110698E+03   0.704048E+01   0.000000E+00  -0.704386E+01   0.199824E-08  -0.282745E-06   0.605469E-07
  2213   0.110591E+03   0.701816E+01   0.000000E+00  -0.714841E+01   0.199664E-08  -0.288818E-06   0.607550E-07
  2214   0.110491E+03   0.699515E+01   0.000000E+00  -0.725160E+01   0.199504E-08  -0.294567E-06   0.609566E-07
  2215   0.110399E+03   0.697143E+01   0.000000E+00  -0.735341E+01   0.199344E-08  -0.299992E-06   0.611514E-07
  2216   0.110314E+03   0.694702E+01   0.000000E+00  -0.745381E+01   0.199185E-08  -0.305095E-06   0.613386E-07
  2217   0.110237E+03   0.692193E+01   0.000000E+00  -0.755276E+01   0.199026E-08  -0.309880E-06   0.615177E-07
  2218   0.110167E+03   0.689617E+01   0.000000E+00  -0.765025E+01   0.198867E-08  -0.314347E-06   0.616881E-07
  2219   0.110104E+03   0.686974E+01   0.000000E+00  -0.774624E+01   0.198708E-08  -0.318499E-06   0.618493E-07
  2220   0.110048E+03   0.684268E+01   0.000000E+00  -0.784071E+01   0.198549E-08  -0.322337E-06   0.620007E-07
  2221   0.109999E+03   0.681496E+01   0.000000E+00  -0.793363E+01   0.198390E-08  -0.325864E-06   0.621417E-07
  2222   0.109957E+03   0.678662E+01   0.000000E+00  -0.802497E+01   0.198232E-08  -0.329082E-06   0.622717E-07
  2223   0.109921E+03   0.675767E+01   0.000000E+00  -0.811470E+01   0.198074E-08  -0.331993E-06   0.623902E-07
  2224   0.109892E+03   0.672810E+01   0.000000E+00  -0.820279E+01   0.197916E-08  -0.334598E-06   0.624966E-07
  2225   0.109869E+03   0.669793E+01   0.000000E+00  -0.828923E+01   0.197758E-08  -0.336900E-06   0.625903E-07
  2226   0.109852E+03   0.666719E+01   0.000000E+00  -0.837397E+01   0.197601E-08  -0.338900E-06   0.626707E-07
  2227   0.109841E+03   0.663586E+01   0.000000E+00  -0.845700E+01   0.197443E-08  -0.340601E-06   0.627373E-07
  2228   0.109836E+03   0.660396E+01   0.000000E+00  -0.853829E+01   0.197286E-08  -0.342005E-06   0.627895E-07
  2229   0.109836E+03   0.657151E+01   0.000000E+00  -0.861780E+01   0.197129E-08  -0.343114E-06   0.628268E-07
  2230   0.109842E+03   0.653852E+01   0.000000E+00  -0.869551E+01   0.196972E-08  -0.343929E-06   0.628485E-07
  2231   0.109853E+03   0.650500E+01   0.000000E+00  -0.877139E+01   0.196815E-08  -0.344453E-06   0.628540E-07
  2232   0.109869E+03   0.647097E+01   0.000000E+00  -0.884542E+01   0.196659E-08  -0.344687E-06   0.628429E-07
  2233   0.109890E+03   0.643643E+01   0.000000E+00  -0.891756E+01   0.196502E-08  -0.344635E-06   0.628145E-07
  2234   0.109916E+03   0.640141E+01   0.000000E+00  -0.898779E+01   0.196346E-08  -0.344297E-06   0.627682E-07
  2235   0.109947E+03   0.636593E+01   0.000000E+00  -0.905608E+01   0.196190E-08  -0.343675E-06   0.627036E-07
  2236   0.109982E+03   0.633001E+01   0.000000E+00  -0.912239E+01   0.196034E-08  -0.342772E-06   0.626199E-07
  2237   0.110021E+03   0.629364E+01   0.000000E+00  -0.918672E+01   0.195879E-08  -0.341590E-06   0.625167E-07
  2238   0.110065E+03   0.625687E+01   0.000000E+00  -0.924901E+01   0.195723E-08  -0.340131E-06   0.623933E-07
  2239   0.110111E+03   0.621968E+01   0.000000E+00  -0.930925E+01   0.195568E-08  -0.338396E-06   0.622492E-07
  2240   0.110163E+03   0.618211E+01   0.000000E+00  -0.936743E+01   0.195413E-08  -0.336388E-06   0.620839E-07
  2241   0.110217E+03   0.614416E+01   0.000000E+00  -0.942351E+01   0.195258E-08  -0.334108E-06   0.618967E-07
  2242   0.110274E+03   0.610585E+01   0.000000E+00  -0.947746E+01   0.195103E-08  -0.331560E-06   0.616870E-07
  2243   0.110335E+03   0.606720E+01   0.000000E+00  -0.952926E+01   0.194949E-08  -0.328743E-06   0.614544E-07
  2244   0.110398E+03   0.602822E+01   0.000000E+00  -0.957889E+01   0.194794E-08  -0.325662E-06   0.611981E-07
  2245   0.110465E+03   0.598891E+01   0.000000E+00  -0.962632E+01   0.194640E-08  -0.322317E-06   0.609178E-07
  2246   0.110533E+03   0.594932E+01   0.000000E+00  -0.967154E+01   0.194486E-08  -0.318711E-06   0.606127E-07
  2247   0.110603E+03   0.590946E+01   0.000000E+00  -0.971451E+01   0.194332E-08  -0.314845E-06   0.602822E-07
  2248   0.110676E+03   0.586933E+01   0.000000E+00  -0.975521E+01   0.194178E-08  -0.310722E-06   0.599260E-07
  2249   0.110750E+03   0.582896E+01   0.000000E+00  -0.979363E+01   0.194025E-08  -0.306344E-06   0.595433E-07
  2250   0.110826E+03   0.578837E+01   0.000000E+00  -0.982973E+01   0.193871E-08  -0.301713E-06   0.591335E-07
  2251   0.110904E+03   0.574757E+01   0.000000E+00  -0.986350E+01   0.193718E-08  -0.296831E-06   0.586964E-07
  2252   0.110983E+03   0.570658E+01   0.000000E+00  -0.989494E+01   0.193565E-08  -0.291712E-06   0.582327E-07
  2253   0.111062E+03   0.566539E+01   0.000000E+00  -0.992406E+01   0.193412E-08  -0.286367E-06   0.577431E-07
  2254   0.111143E+03   0.562402E+01   0.000000E+00  -0.995086E+01   0.193260E-08  -0.280811E-06   0.572287E-07
  2255   0.111224E+03   0.558246E+01   0.000000E+00  -0.997535E+01   0.193107E-08  -0.275055E-06   0.566902E-07
  2256   0.111307E+03   0.554073E+01   0.000000E+00  -0.999753E+01   0.192955E-08  -0.269113E-06   0.561287E-07
  2257   0.111390E+03   0.549884E+01   0.000000E+00  -0.100174E+02   0.192803E-08  -0.262998E-06   0.555451E-07
  2258   0.111474E+03   0.545679E+01   0.000000E+00  -0.100350E+02   0.192651E-08  -0.256723E-06   0.549401E-07
  2259   0.111558E+03   0.541459E+01   0.000000E+00  -0.100503E+02   0.192499E-08  -0.250302E-06   0.543148E-07
  2260   0.111643E+03   0.537225E+01   0.000000E+00  -0.100634E+02   0.192347E-08  -0.243747E-06   0.536700E-07
  2261   0.111729E+03   0.532979E+01   0.000000E+00  -0.100741E+02   0.192196E-08  -0.237071E-06   0.530067E-07
  2262   0.111815E+03   0.528722E+01   0.000000E+00  -0.100827E+02   0.192044E-08  -0.230287E-06   0.523257E-07
  2263   0.111900E+03   0.524457E+01   0.000000E+00  -0.100890E+02   0.191893E-08  -0.223409E-06   0.516279E-07
  2264   0.111986E+03   0.520181E+01   0.000000E+00  -0.100930E+02   0.191742E-08  -0.216450E-06   0.509143E-07
  2265   0.112072E+03   0.515900E+01   0.000000E+00  -0.100948E+02   0.191592E-08  -0.209422E-06   0.501858E-07
  2266   0.112158E+03   0.511611E+01   0.000000E+00  -0.100945E+02   0.191441E-08  -0.202339E-06   0.494432E-07
  2267   0.112243E+03   0.507318E+01   0.000000E+00  -0.100919E+02   0.191290E-08  -0.195213E-06   0.486874E-07
  2268   0.112328E+03   0.503021E+01   0.000000E+00  -0.100871E+02   0.191140E-08  -0.188059E-06   0.479195E-07
