#    L    TT             EE             TE             PP             TP          
  2443   0.758156E+02   0.318229E+01  -0.124573E+01   0.779971E+05   0.346415E+01
  2444   0.755021E+02   0.319617E+01  -0.127062E+01   0.779393E+05   0.325783E+01
  2445   0.751925E+02   0.320991E+01  -0.129658E+01   0.778816E+05   0.304353E+01
  2446   0.748854E+02   0.322347E+01  -0.132358E+01   0.778239E+05   0.282120E+01
  2447   0.745830E+02   0.323685E+01  -0.135163E+01   0.777663E+05   0.259082E+01
  2448   0.742838E+02   0.325004E+01  -0.138067E+01   0.777087E+05   0.235235E+01
  2449   0.739878E+02   0.326301E+01  -0.141070E+01   0.776512E+05   0.210575E+01
  2450   0.736966E+02   0.327578E+01  -0.144169E+01   0.775938E+05   0.185098E+01
  2451   0.734086E+02   0.328831E+01  -0.147361E+01   0.775364E+05   0.158813E+01
  2452   0.731252E+02   0.330061E+01  -0.150646E+01   0.774791E+05   0.131775E+01
  2453   0.728450E+02   0.331267E+01  -0.154021E+01   0.774218E+05   0.104051E+01
  2454   0.725693E+02   0.332450E+01  -0.157487E+01   0.773646E+05   0.757095E+00
  2455   0.722973E+02   0.333609E+01  -0.161041E+01   0.773075E+05   0.468166E+00
  2456   0.720297E+02   0.334743E+01  -0.164680E+01   0.772504E+05   0.174401E+00
  2457   0.717663E+02   0.335853E+01  -0.168404E+01   0.771934E+05  -0.123527E+00
  2458   0.715065E+02   0.336938E+01  -0.172212E+01   0.771364E+05  -0.424943E+00
  2459   0.712500E+02   0.337998E+01  -0.176100E+01   0.770795E+05  -0.729176E+00
  2460   0.709983E+02   0.339032E+01  -0.180068E+01   0.770227E+05  -0.103555E+01
  2461   0.707507E+02   0.340041E+01  -0.184114E+01   0.769659E+05  -0.134339E+01
  2462   0.705062E+02   0.341024E+01  -0.188235E+01   0.769092E+05  -0.165203E+01
  2463   0.702670E+02   0.341980E+01  -0.192430E+01   0.768525E+05  -0.196079E+01
  2464   0.700309E+02   0.342910E+01  -0.196697E+01   0.767959E+05  -0.226900E+01
  2465   0.697992E+02   0.343813E+01  -0.201033E+01   0.767393E+05  -0.257599E+01
  2466   0.695711E+02   0.344689E+01  -0.205436E+01   0.766828E+05  -0.288107E+01
  2467   0.693473E+02   0.345538E+01  -0.209904E+01   0.766264E+05  -0.318359E+01
  2468   0.691277E+02   0.346359E+01  -0.214436E+01   0.765700E+05  -0.348286E+01
  2469   0.689123E+02   0.347151E+01  -0.219028E+01   0.765137E+05  -0.377821E+01
  2470   0.687002E+02   0.347916E+01  -0.223678E+01   0.764574E+05  -0.406897E+01
  2471   0.684928E+02   0.348651E+01  -0.228384E+01   0.764012E+05  -0.435446E+01
  2472   0.682893E+02   0.349357E+01  -0.233143E+01   0.763451E+05  -0.463402E+01
  2473   0.680897E+02   0.350034E+01  -0.237953E+01   0.762890E+05  -0.490696E+01
  2474   0.678938E+02   0.350681E+01  -0.242812E+01   0.762330E+05  -0.517262E+01
  2475   0.677023E+02   0.351299E+01  -0.247717E+01   0.761770E+05  -0.543032E+01
  2476   0.675145E+02   0.351886E+01  -0.252665E+01   0.761211E+05  -0.567939E+01
  2477   0.673309E+02   0.352442E+01  -0.257653E+01   0.760652E+05  -0.591915E+01
  2478   0.671516E+02   0.352967E+01  -0.262678E+01   0.760094E+05  -0.614893E+01
  2479   0.669764E+02   0.353462E+01  -0.267738E+01   0.759537E+05  -0.636806E+01
  2480   0.668044E+02   0.353924E+01  -0.272830E+01   0.758980E+05  -0.657586E+01
  2481   0.666373E+02   0.354355E+01  -0.277950E+01   0.758424E+05  -0.677167E+01
  2482   0.664740E+02   0.354754E+01  -0.283096E+01   0.757868E+05  -0.695480E+01
  2483   0.663145E+02   0.355121E+01  -0.288266E+01   0.757313E+05  -0.712458E+01
  2484   0.661588E+02   0.355455E+01  -0.293455E+01   0.756758E+05  -0.728035E+01
  2485   0.660076E+02   0.355756E+01  -0.298660E+01   0.756204E+05  -0.742142E+01
  2486   0.658607E+02   0.356024E+01  -0.303879E+01   0.755651E+05  -0.754713E+01
  2487   0.657173E+02   0.356258E+01  -0.309109E+01   0.755098E+05  -0.765680E+01
  2488   0.655781E+02   0.356459E+01  -0.314347E+01   0.754546E+05  -0.774975E+01
  2489   0.654423E+02   0.356625E+01  -0.319588E+01   0.753994E+05  -0.782532E+01
  2490   0.653105E+02   0.356757E+01  -0.324831E+01   0.753443E+05  -0.788283E+01
  2491   0.651835E+02   0.356854E+01  -0.330071E+01   0.752893E+05  -0.792160E+01
  2492   0.650596E+02   0.356917E+01  -0.335305E+01   0.752343E+05  -0.794097E+01
  2493   0.649396E+02   0.356944E+01  -0.340531E+01   0.751793E+05  -0.794025E+01
  2494   0.648236E+02   0.356936E+01  -0.345743E+01   0.751244E+05  -0.791879E+01
  2495   0.647115E+02   0.356892E+01  -0.350939E+01   0.750696E+05  -0.787589E+01
  2496   0.646032E+02   0.356812E+01  -0.356116E+01   0.750148E+05  -0.781090E+01
  2497   0.644986E+02   0.356697E+01  -0.361269E+01   0.749601E+05  -0.772313E+01
  2498   0.643979E+02   0.356545E+01  -0.366396E+01   0.749054E+05  -0.761192E+01
  2499   0.643009E+02   0.356356E+01  -0.371493E+01   0.748508E+05  -0.747658E+01
  2500   0.642076E+02   0.356130E+01  -0.376555E+01   0.747963E+05  -0.731645E+01
  2501   0.641180E+02   0.355867E+01  -0.381581E+01   0.747418E+05  -0.713116E+01
  2502   0.640320E+02   0.355567E+01  -0.386568E+01   0.746873E+05  -0.692154E+01
  2503   0.639497E+02   0.355230E+01  -0.391516E+01   0.746329E+05  -0.668875E+01
  2504   0.638709E+02   0.354856E+01  -0.396423E+01   0.745786E+05  -0.643393E+01
  2505   0.637957E+02   0.354446E+01  -0.401289E+01   0.745243E+05  -0.615823E+01
  2506   0.637239E+02   0.353999E+01  -0.406113E+01   0.744701E+05  -0.586278E+01
  2507   0.636557E+02   0.353516E+01  -0.410892E+01   0.744159E+05  -0.554875E+01
  2508   0.635910E+02   0.352998E+01  -0.415628E+01   0.743618E+05  -0.521727E+01
  2509   0.635295E+02   0.352444E+01  -0.420317E+01   0.743078E+05  -0.486950E+01
  2510   0.634715E+02   0.351855E+01  -0.424960E+01   0.742538E+05  -0.450656E+01
  2511   0.634168E+02   0.351231E+01  -0.429554E+01   0.741998E+05  -0.412963E+01
  2512   0.633655E+02   0.350572E+01  -0.434099E+01   0.741459E+05  -0.373983E+01
  2513   0.633173E+02   0.349878E+01  -0.438593E+01   0.740921E+05  -0.333831E+01
  2514   0.632723E+02   0.349150E+01  -0.443036E+01   0.740383E+05  -0.292623E+01
  2515   0.632305E+02   0.348389E+01  -0.447425E+01   0.739846E+05  -0.250472E+01
  2516   0.631917E+02   0.347593E+01  -0.451760E+01   0.739309E+05  -0.207493E+01
  2517   0.631559E+02   0.346764E+01  -0.456040E+01   0.738773E+05  -0.163802E+01
  2518   0.631231E+02   0.345902E+01  -0.460262E+01   0.738238E+05  -0.119511E+01
  2519   0.630931E+02   0.345008E+01  -0.464426E+01   0.737703E+05  -0.747371E+00
  2520   0.630661E+02   0.344080E+01  -0.468531E+01   0.737168E+05  -0.295936E+00
  2521   0.630418E+02   0.343121E+01  -0.472574E+01   0.736634E+05   0.158047E+00
  2522   0.630203E+02   0.342130E+01  -0.476555E+01   0.736101E+05   0.613431E+00
  2523   0.630015E+02   0.341109E+01  -0.480471E+01   0.735568E+05   0.106907E+01
  2524   0.629852E+02   0.340056E+01  -0.484322E+01   0.735035E+05   0.152382E+01
  2525   0.629716E+02   0.338973E+01  -0.488106E+01   0.734504E+05   0.197653E+01
  2526   0.629604E+02   0.337860E+01  -0.491821E+01   0.733972E+05   0.242606E+01
  2527   0.629516E+02   0.336718E+01  -0.495467E+01   0.733442E+05   0.287126E+01
  2528   0.629452E+02   0.335546E+01  -0.499041E+01   0.732912E+05   0.331099E+01
  2529   0.629411E+02   0.334346E+01  -0.502541E+01   0.732382E+05   0.374409E+01
  2530   0.629392E+02   0.333118E+01  -0.505968E+01   0.731853E+05   0.416943E+01
  2531   0.629395E+02   0.331863E+01  -0.509318E+01   0.731324E+05   0.458586E+01
  2532   0.629418E+02   0.330580E+01  -0.512590E+01   0.730797E+05   0.499223E+01
  2533   0.629461E+02   0.329271E+01  -0.515783E+01   0.730269E+05   0.538739E+01
  2534   0.629524E+02   0.327935E+01  -0.518895E+01   0.729742E+05   0.577021E+01
  2535   0.629605E+02   0.326574E+01  -0.521926E+01   0.729216E+05   0.613952E+01
  2536   0.629703E+02   0.325187E+01  -0.524871E+01   0.728690E+05   0.649420E+01
  2537   0.629818E+02   0.323776E+01  -0.527732E+01   0.728165E+05   0.683308E+01
  2538   0.629949E+02   0.322340E+01  -0.530506E+01   0.727640E+05   0.715503E+01
  2539   0.630095E+02   0.320881E+01  -0.533192E+01   0.727116E+05   0.745890E+01
  2540   0.630255E+02   0.319398E+01  -0.535787E+01   0.726592E+05   0.774354E+01
  2541   0.630430E+02   0.317894E+01  -0.538290E+01   0.726069E+05   0.800781E+01
  2542   0.630616E+02   0.316367E+01  -0.540701E+01   0.725546E+05   0.825057E+01
  2543   0.630815E+02   0.314821E+01  -0.543017E+01   0.725024E+05   0.847065E+01
  2544   0.631024E+02   0.313253E+01  -0.545236E+01   0.724503E+05   0.866693E+01
  2545   0.631244E+02   0.311667E+01  -0.547357E+01   0.723982E+05   0.883825E+01
  2546   0.631473E+02   0.310061E+01  -0.549378E+01   0.723462E+05   0.898347E+01
  2547   0.631710E+02   0.308438E+01  -0.551299E+01   0.722942E+05   0.910144E+01
  2548   0.631954E+02   0.306797E+01  -0.553118E+01   0.722422E+05   0.919101E+01
  2549   0.632205E+02   0.305139E+01  -0.554831E+01   0.721903E+05   0.925105E+01
  2550   0.632460E+02   0.303465E+01  -0.556439E+01   0.721385E+05   0.928039E+01
  2551   0.632721E+02   0.301776E+01  -0.557941E+01   0.720867E+05   0.927831E+01
  2552   0.632985E+02   0.300070E+01  -0.559335E+01   0.720350E+05   0.924568E+01
  2553   0.633253E+02   0.298350E+01  -0.560622E+01   0.719833E+05   0.918378E+01
  2554   0.633523E+02   0.296616E+01  -0.561802E+01   0.719317E+05   0.909388E+01
  2555   0.633797E+02   0.294866E+01  -0.562875E+01   0.718802E+05   0.897728E+01
  2556   0.634072E+02   0.293104E+01  -0.563841E+01   0.718286E+05   0.883526E+01
  2557   0.634350E+02   0.291328E+01  -0.564701E+01   0.717772E+05   0.866908E+01
  2558   0.634628E+02   0.289539E+01  -0.565453E+01   0.717258E+05   0.848005E+01
  2559   0.634907E+02   0.287738E+01  -0.566100E+01   0.716744E+05   0.826943E+01
  2560   0.635188E+02   0.285924E+01  -0.566641E+01   0.716231E+05   0.803850E+01
  2561   0.635468E+02   0.284099E+01  -0.567074E+01   0.715719E+05   0.778856E+01
  2562   0.635748E+02   0.282262E+01  -0.567404E+01   0.715206E+05   0.752088E+01
  2563   0.636026E+02   0.280415E+01  -0.567626E+01   0.714695E+05   0.723673E+01
  2564   0.636302E+02   0.278557E+01  -0.567743E+01   0.714184E+05   0.693741E+01
  2565   0.636576E+02   0.276689E+01  -0.567756E+01   0.713673E+05   0.662420E+01
  2566   0.636848E+02   0.274812E+01  -0.567662E+01   0.713163E+05   0.629836E+01
  2567   0.637116E+02   0.272925E+01  -0.567464E+01   0.712654E+05   0.596120E+01
  2568   0.637380E+02   0.271031E+01  -0.567162E+01   0.712145E+05   0.561398E+01
  2569   0.637640E+02   0.269128E+01  -0.566757E+01   0.711636E+05   0.525799E+01
  2570   0.637895E+02   0.267219E+01  -0.566247E+01   0.711128E+05   0.489451E+01
  2571   0.638145E+02   0.265304E+01  -0.565635E+01   0.710621E+05   0.452482E+01
  2572   0.638388E+02   0.263382E+01  -0.564921E+01   0.710114E+05   0.415020E+01
  2573   0.638625E+02   0.261456E+01  -0.564104E+01   0.709607E+05   0.377193E+01
  2574   0.638855E+02   0.259526E+01  -0.563185E+01   0.709101E+05   0.339130E+01
  2575   0.639077E+02   0.257591E+01  -0.562166E+01   0.708596E+05   0.300958E+01
  2576   0.639291E+02   0.255654E+01  -0.561046E+01   0.708091E+05   0.262806E+01
  2577   0.639494E+02   0.253714E+01  -0.559826E+01   0.707586E+05   0.224802E+01
  2578   0.639689E+02   0.251772E+01  -0.558506E+01   0.707082E+05   0.187074E+01
  2579   0.639873E+02   0.249829E+01  -0.557087E+01   0.706578E+05   0.149749E+01
  2580   0.640046E+02   0.247886E+01  -0.555570E+01   0.706075E+05   0.112957E+01
  2581   0.640207E+02   0.245943E+01  -0.553955E+01   0.705572E+05   0.768247E+00
  2582   0.640356E+02   0.244000E+01  -0.552243E+01   0.705070E+05   0.414808E+00
  2583   0.640492E+02   0.242059E+01  -0.550434E+01   0.704569E+05   0.705346E-01
  2584   0.640613E+02   0.240121E+01  -0.548530E+01   0.704067E+05  -0.263294E+00
  2585   0.640721E+02   0.238186E+01  -0.546531E+01   0.703567E+05  -0.585395E+00
  2586   0.640813E+02   0.236254E+01  -0.544439E+01   0.703066E+05  -0.894489E+00
  2587   0.640889E+02   0.234328E+01  -0.542252E+01   0.702566E+05  -0.118929E+01
  2588   0.640949E+02   0.232406E+01  -0.539973E+01   0.702067E+05  -0.146853E+01
  2589   0.640992E+02   0.230490E+01  -0.537603E+01   0.701568E+05  -0.173091E+01
  2590   0.641016E+02   0.228582E+01  -0.535142E+01   0.701070E+05  -0.197516E+01
  2591   0.641022E+02   0.226681E+01  -0.532591E+01   0.700572E+05  -0.220000E+01
  2592   0.641008E+02   0.224789E+01  -0.529951E+01   0.700074E+05  -0.240414E+01
  2593   0.640974E+02   0.222904E+01  -0.527223E+01   0.699577E+05  -0.258630E+01
  2594   0.640919E+02   0.221031E+01  -0.524408E+01   0.699080E+05  -0.274521E+01
  2595   0.640842E+02   0.219167E+01  -0.521507E+01   0.698584E+05  -0.287958E+01
  2596   0.640743E+02   0.217315E+01  -0.518521E+01   0.698088E+05  -0.298813E+01
  2597   0.640621E+02   0.215476E+01  -0.515452E+01   0.697593E+05  -0.306958E+01
  2598   0.640475E+02   0.213650E+01  -0.512300E+01   0.697098E+05  -0.312265E+01
  2599   0.640304E+02   0.211838E+01  -0.509068E+01   0.696604E+05  -0.314606E+01
  2600   0.640108E+02   0.210041E+01  -0.505755E+01   0.696110E+05  -0.313852E+01
  2601   0.639887E+02   0.208260E+01  -0.502363E+01   0.695616E+05  -0.309915E+01
  2602   0.639639E+02   0.206495E+01  -0.498895E+01   0.695123E+05  -0.302868E+01
  2603   0.639366E+02   0.204747E+01  -0.495351E+01   0.694630E+05  -0.292821E+01
  2604   0.639066E+02   0.203014E+01  -0.491734E+01   0.694138E+05  -0.279886E+01
  2605   0.638741E+02   0.201298E+01  -0.488043E+01   0.693646E+05  -0.264175E+01
  2606   0.638389E+02   0.199598E+01  -0.484283E+01   0.693155E+05  -0.245799E+01
  2607   0.638012E+02   0.197915E+01  -0.480453E+01   0.692664E+05  -0.224870E+01
  2608   0.637610E+02   0.196250E+01  -0.476555E+01   0.692174E+05  -0.201499E+01
  2609   0.637182E+02   0.194600E+01  -0.472592E+01   0.691684E+05  -0.175798E+01
  2610   0.636728E+02   0.192968E+01  -0.468565E+01   0.691194E+05  -0.147878E+01
  2611   0.636249E+02   0.191353E+01  -0.464477E+01   0.690705E+05  -0.117851E+01
  2612   0.635744E+02   0.189755E+01  -0.460328E+01   0.690217E+05  -0.858283E+00
  2613   0.635213E+02   0.188174E+01  -0.456122E+01   0.689729E+05  -0.519219E+00
  2614   0.634657E+02   0.186612E+01  -0.451859E+01   0.689241E+05  -0.162429E+00
  2615   0.634076E+02   0.185067E+01  -0.447542E+01   0.688754E+05   0.210970E+00
  2616   0.633470E+02   0.183540E+01  -0.443173E+01   0.688267E+05   0.599863E+00
  2617   0.632838E+02   0.182031E+01  -0.438755E+01   0.687781E+05   0.100313E+01
  2618   0.632182E+02   0.180542E+01  -0.434289E+01   0.687295E+05   0.141967E+01
  2619   0.631500E+02   0.179070E+01  -0.429777E+01   0.686810E+05   0.184835E+01
  2620   0.630794E+02   0.177617E+01  -0.425223E+01   0.686325E+05   0.228807E+01
  2621   0.630063E+02   0.176184E+01  -0.420627E+01   0.685841E+05   0.273770E+01
  2622   0.629307E+02   0.174770E+01  -0.415992E+01   0.685357E+05   0.319613E+01
  2623   0.628526E+02   0.173376E+01  -0.411322E+01   0.684874E+05   0.366225E+01
  2624   0.627722E+02   0.172001E+01  -0.406617E+01   0.684391E+05   0.413494E+01
  2625   0.626892E+02   0.170646E+01  -0.401881E+01   0.683909E+05   0.461308E+01
  2626   0.626038E+02   0.169311E+01  -0.397114E+01   0.683427E+05   0.509556E+01
  2627   0.625159E+02   0.167996E+01  -0.392321E+01   0.682946E+05   0.558127E+01
  2628   0.624256E+02   0.166702E+01  -0.387503E+01   0.682465E+05   0.606909E+01
  2629   0.623329E+02   0.165429E+01  -0.382663E+01   0.681985E+05   0.655790E+01
  2630   0.622377E+02   0.164176E+01  -0.377802E+01   0.681505E+05   0.704658E+01
  2631   0.621402E+02   0.162945E+01  -0.372925E+01   0.681026E+05   0.753403E+01
  2632   0.620403E+02   0.161735E+01  -0.368034E+01   0.680547E+05   0.801913E+01
  2633   0.619380E+02   0.160546E+01  -0.363132E+01   0.680069E+05   0.850076E+01
  2634   0.618333E+02   0.159380E+01  -0.358221E+01   0.679591E+05   0.897780E+01
  2635   0.617264E+02   0.158237E+01  -0.353304E+01   0.679114E+05   0.944915E+01
  2636   0.616172E+02   0.157116E+01  -0.348385E+01   0.678638E+05   0.991368E+01
  2637   0.615056E+02   0.156018E+01  -0.343466E+01   0.678161E+05   0.103703E+02
  2638   0.613918E+02   0.154943E+01  -0.338549E+01   0.677686E+05   0.108178E+02
  2639   0.612758E+02   0.153891E+01  -0.333637E+01   0.677211E+05   0.112552E+02
  2640   0.611574E+02   0.152862E+01  -0.328734E+01   0.676736E+05   0.116813E+02
  2641   0.610368E+02   0.151857E+01  -0.323842E+01   0.676263E+05   0.120951E+02
  2642   0.609140E+02   0.150876E+01  -0.318963E+01   0.675789E+05   0.124953E+02
  2643   0.607890E+02   0.149919E+01  -0.314101E+01   0.675316E+05   0.128809E+02
  2644   0.606618E+02   0.148986E+01  -0.309259E+01   0.674844E+05   0.132507E+02
  2645   0.605324E+02   0.148077E+01  -0.304439E+01   0.674372E+05   0.136038E+02
  2646   0.604008E+02   0.147192E+01  -0.299645E+01   0.673901E+05   0.139388E+02
  2647   0.602672E+02   0.146333E+01  -0.294879E+01   0.673430E+05   0.142547E+02
  2648   0.601313E+02   0.145498E+01  -0.290146E+01   0.672960E+05   0.145505E+02
  2649   0.599935E+02   0.144689E+01  -0.285447E+01   0.672491E+05   0.148249E+02
  2650   0.598535E+02   0.143904E+01  -0.280786E+01   0.672022E+05   0.150769E+02
  2651   0.597116E+02   0.143146E+01  -0.276166E+01   0.671553E+05   0.153057E+02
  2652   0.595675E+02   0.142413E+01  -0.271585E+01   0.671086E+05   0.155113E+02
  2653   0.594213E+02   0.141706E+01  -0.267042E+01   0.670618E+05   0.156944E+02
  2654   0.592729E+02   0.141023E+01  -0.262535E+01   0.670151E+05   0.158553E+02
  2655   0.591225E+02   0.140367E+01  -0.258064E+01   0.669685E+05   0.159945E+02
  2656   0.589698E+02   0.139736E+01  -0.253626E+01   0.669219E+05   0.161126E+02
  2657   0.588149E+02   0.139130E+01  -0.249220E+01   0.668754E+05   0.162099E+02
  2658   0.586577E+02   0.138550E+01  -0.244844E+01   0.668289E+05   0.162870E+02
  2659   0.584983E+02   0.137996E+01  -0.240499E+01   0.667825E+05   0.163443E+02
  2660   0.583367E+02   0.137467E+01  -0.236181E+01   0.667361E+05   0.163823E+02
  2661   0.581728E+02   0.136965E+01  -0.231891E+01   0.666898E+05   0.164015E+02
  2662   0.580066E+02   0.136487E+01  -0.227626E+01   0.666435E+05   0.164023E+02
  2663   0.578382E+02   0.136035E+01  -0.223387E+01   0.665973E+05   0.163852E+02
  2664   0.576675E+02   0.135609E+01  -0.219171E+01   0.665510E+05   0.163506E+02
  2665   0.574945E+02   0.135209E+01  -0.214979E+01   0.665049E+05   0.162992E+02
  2666   0.573191E+02   0.134834E+01  -0.210808E+01   0.664588E+05   0.162312E+02
  2667   0.571415E+02   0.134485E+01  -0.206657E+01   0.664127E+05   0.161473E+02
  2668   0.569615E+02   0.134161E+01  -0.202525E+01   0.663666E+05   0.160477E+02
  2669   0.567792E+02   0.133863E+01  -0.198411E+01   0.663206E+05   0.159332E+02
  2670   0.565945E+02   0.133590E+01  -0.194314E+01   0.662746E+05   0.158040E+02
  2671   0.564074E+02   0.133342E+01  -0.190232E+01   0.662287E+05   0.156607E+02
  2672   0.562180E+02   0.133120E+01  -0.186165E+01   0.661828E+05   0.155037E+02
  2673   0.560262E+02   0.132922E+01  -0.182111E+01   0.661369E+05   0.153336E+02
  2674   0.558321E+02   0.132750E+01  -0.178071E+01   0.660910E+05   0.151507E+02
  2675   0.556355E+02   0.132602E+01  -0.174041E+01   0.660452E+05   0.149556E+02
  2676   0.554366E+02   0.132479E+01  -0.170022E+01   0.659994E+05   0.147487E+02
  2677   0.552353E+02   0.132382E+01  -0.166013E+01   0.659536E+05   0.145306E+02
  2678   0.550316E+02   0.132308E+01  -0.162012E+01   0.659079E+05   0.143015E+02
  2679   0.548257E+02   0.132259E+01  -0.158019E+01   0.658622E+05   0.140622E+02
  2680   0.546172E+02   0.132236E+01  -0.154034E+01   0.658165E+05   0.138129E+02
  2681   0.544065E+02   0.132235E+01  -0.150053E+01   0.657708E+05   0.135542E+02
  2682   0.541934E+02   0.132260E+01  -0.146078E+01   0.657252E+05   0.132866E+02
  2683   0.539779E+02   0.132307E+01  -0.142106E+01   0.656795E+05   0.130105E+02
  2684   0.537600E+02   0.132379E+01  -0.138138E+01   0.656339E+05   0.127264E+02
  2685   0.535398E+02   0.132475E+01  -0.134170E+01   0.655883E+05   0.124347E+02
