#    L    TT             EE             BB             TE          
   787   0.250246E+04   0.133739E+02   0.977684E-01  -0.708695E+02
   788   0.250379E+04   0.132407E+02   0.978979E-01  -0.691765E+02
   789   0.250492E+04   0.131122E+02   0.980264E-01  -0.674691E+02
   790   0.250585E+04   0.129886E+02   0.981539E-01  -0.657465E+02
   791   0.250657E+04   0.128700E+02   0.982802E-01  -0.640121E+02
   792   0.250709E+04   0.127565E+02   0.984055E-01  -0.622652E+02
   793   0.250740E+04   0.126483E+02   0.985296E-01  -0.605076E+02
   794   0.250751E+04   0.125453E+02   0.986525E-01  -0.587403E+02
   795   0.250740E+04   0.124478E+02   0.987743E-01  -0.569648E+02
   796   0.250710E+04   0.123557E+02   0.988948E-01  -0.551807E+02
   797   0.250659E+04   0.122690E+02   0.990140E-01  -0.533897E+02
   798   0.250587E+04   0.121879E+02   0.991320E-01  -0.515919E+02
   799   0.250496E+04   0.121124E+02   0.992487E-01  -0.497882E+02
   800   0.250384E+04   0.120424E+02   0.993640E-01  -0.479783E+02
   801   0.250252E+04   0.119779E+02   0.994780E-01  -0.461643E+02
   802   0.250100E+04   0.119190E+02   0.995906E-01  -0.443456E+02
   803   0.249928E+04   0.118658E+02   0.997019E-01  -0.425228E+02
   804   0.249735E+04   0.118181E+02   0.998116E-01  -0.406973E+02
   805   0.249522E+04   0.117763E+02   0.999200E-01  -0.388683E+02
   806   0.249287E+04   0.117401E+02   0.100027E+00  -0.370380E+02
   807   0.249030E+04   0.117099E+02   0.100132E+00  -0.352047E+02
   808   0.248752E+04   0.116855E+02   0.100236E+00  -0.333713E+02
   809   0.248452E+04   0.116670E+02   0.100338E+00  -0.315370E+02
   810   0.248131E+04   0.116545E+02   0.100439E+00  -0.297026E+02
   811   0.247787E+04   0.116479E+02   0.100538E+00  -0.278694E+02
   812   0.247424E+04   0.116470E+02   0.100636E+00  -0.260381E+02
   813   0.247041E+04   0.116521E+02   0.100732E+00  -0.242097E+02
   814   0.246638E+04   0.116629E+02   0.100826E+00  -0.223848E+02
   815   0.246216E+04   0.116795E+02   0.100919E+00  -0.205643E+02
   816   0.245776E+04   0.117020E+02   0.101010E+00  -0.187490E+02
   817   0.245317E+04   0.117302E+02   0.101100E+00  -0.169393E+02
   818   0.244839E+04   0.117641E+02   0.101188E+00  -0.151353E+02
   819   0.244341E+04   0.118038E+02   0.101274E+00  -0.133375E+02
   820   0.243823E+04   0.118493E+02   0.101358E+00  -0.115461E+02
   821   0.243285E+04   0.119006E+02   0.101441E+00  -0.976152E+01
   822   0.242727E+04   0.119577E+02   0.101522E+00  -0.798386E+01
   823   0.242147E+04   0.120205E+02   0.101601E+00  -0.621359E+01
   824   0.241548E+04   0.120891E+02   0.101678E+00  -0.445164E+01
   825   0.240929E+04   0.121635E+02   0.101754E+00  -0.269913E+01
   826   0.240291E+04   0.122435E+02   0.101828E+00  -0.957141E+00
   827   0.239635E+04   0.123291E+02   0.101900E+00   0.773219E+00
   828   0.238961E+04   0.124203E+02   0.101970E+00   0.249101E+01
   829   0.238271E+04   0.125170E+02   0.102039E+00   0.419505E+01
   830   0.237564E+04   0.126192E+02   0.102106E+00   0.588439E+01
   831   0.236842E+04   0.127269E+02   0.102171E+00   0.755876E+01
   832   0.236103E+04   0.128399E+02   0.102234E+00   0.921772E+01
   833   0.235347E+04   0.129584E+02   0.102295E+00   0.108612E+02
   834   0.234575E+04   0.130823E+02   0.102355E+00   0.124888E+02
   835   0.233785E+04   0.132115E+02   0.102412E+00   0.141002E+02
   836   0.232977E+04   0.133460E+02   0.102468E+00   0.156953E+02
   837   0.232152E+04   0.134858E+02   0.102522E+00   0.172737E+02
   838   0.231310E+04   0.136307E+02   0.102575E+00   0.188345E+02
   839   0.230451E+04   0.137808E+02   0.102625E+00   0.203769E+02
   840   0.229577E+04   0.139358E+02   0.102674E+00   0.219000E+02
   841   0.228688E+04   0.140958E+02   0.102721E+00   0.234028E+02
   842   0.227784E+04   0.142605E+02   0.102766E+00   0.248844E+02
   843   0.226867E+04   0.144299E+02   0.102809E+00   0.263440E+02
   844   0.225938E+04   0.146039E+02   0.102850E+00   0.277807E+02
   845   0.224995E+04   0.147825E+02   0.102890E+00   0.291940E+02
   846   0.224039E+04   0.149656E+02   0.102928E+00   0.305832E+02
   847   0.223071E+04   0.151532E+02   0.102964E+00   0.319481E+02
   848   0.222089E+04   0.153452E+02   0.102998E+00   0.332881E+02
   849   0.221095E+04   0.155416E+02   0.103030E+00   0.346027E+02
   850   0.220087E+04   0.157424E+02   0.103061E+00   0.358914E+02
   851   0.219066E+04   0.159476E+02   0.103090E+00   0.371538E+02
   852   0.218033E+04   0.161568E+02   0.103117E+00   0.383897E+02
   853   0.216988E+04   0.163702E+02   0.103142E+00   0.395988E+02
   854   0.215930E+04   0.165875E+02   0.103166E+00   0.407811E+02
   855   0.214863E+04   0.168086E+02   0.103188E+00   0.419364E+02
   856   0.213785E+04   0.170335E+02   0.103208E+00   0.430644E+02
   857   0.212698E+04   0.172618E+02   0.103226E+00   0.441651E+02
   858   0.211601E+04   0.174936E+02   0.103243E+00   0.452381E+02
   859   0.210496E+04   0.177287E+02   0.103258E+00   0.462830E+02
   860   0.209383E+04   0.179672E+02   0.103271E+00   0.472993E+02
   861   0.208261E+04   0.182090E+02   0.103283E+00   0.482865E+02
   862   0.207130E+04   0.184540E+02   0.103293E+00   0.492439E+02
   863   0.205993E+04   0.187023E+02   0.103301E+00   0.501710E+02
   864   0.204847E+04   0.189537E+02   0.103308E+00   0.510673E+02
   865   0.203694E+04   0.192082E+02   0.103313E+00   0.519325E+02
   866   0.202534E+04   0.194656E+02   0.103316E+00   0.527664E+02
   867   0.201366E+04   0.197260E+02   0.103318E+00   0.535693E+02
   868   0.200192E+04   0.199891E+02   0.103319E+00   0.543413E+02
   869   0.199011E+04   0.202549E+02   0.103317E+00   0.550827E+02
   870   0.197823E+04   0.205232E+02   0.103315E+00   0.557935E+02
   871   0.196629E+04   0.207939E+02   0.103310E+00   0.564739E+02
   872   0.195430E+04   0.210668E+02   0.103305E+00   0.571240E+02
   873   0.194225E+04   0.213419E+02   0.103297E+00   0.577436E+02
   874   0.193015E+04   0.216189E+02   0.103289E+00   0.583325E+02
   875   0.191800E+04   0.218979E+02   0.103279E+00   0.588904E+02
   876   0.190582E+04   0.221785E+02   0.103267E+00   0.594172E+02
   877   0.189360E+04   0.224607E+02   0.103254E+00   0.599124E+02
   878   0.188137E+04   0.227444E+02   0.103240E+00   0.603760E+02
   879   0.186911E+04   0.230294E+02   0.103224E+00   0.608076E+02
   880   0.185683E+04   0.233155E+02   0.103207E+00   0.612070E+02
   881   0.184454E+04   0.236027E+02   0.103189E+00   0.615742E+02
   882   0.183224E+04   0.238910E+02   0.103170E+00   0.619089E+02
   883   0.181992E+04   0.241800E+02   0.103149E+00   0.622108E+02
   884   0.180759E+04   0.244699E+02   0.103127E+00   0.624800E+02
   885   0.179526E+04   0.247605E+02   0.103104E+00   0.627160E+02
   886   0.178292E+04   0.250517E+02   0.103080E+00   0.629189E+02
   887   0.177058E+04   0.253433E+02   0.103054E+00   0.630887E+02
   888   0.175825E+04   0.256352E+02   0.103028E+00   0.632258E+02
   889   0.174592E+04   0.259272E+02   0.103000E+00   0.633305E+02
   890   0.173361E+04   0.262192E+02   0.102972E+00   0.634029E+02
   891   0.172130E+04   0.265111E+02   0.102942E+00   0.634433E+02
   892   0.170902E+04   0.268027E+02   0.102911E+00   0.634519E+02
   893   0.169676E+04   0.270940E+02   0.102880E+00   0.634289E+02
   894   0.168453E+04   0.273845E+02   0.102847E+00   0.633747E+02
   895   0.167233E+04   0.276744E+02   0.102814E+00   0.632891E+02
   896   0.166016E+04   0.279633E+02   0.102779E+00   0.631725E+02
   897   0.164803E+04   0.282512E+02   0.102744E+00   0.630250E+02
   898   0.163595E+04   0.285378E+02   0.102708E+00   0.628468E+02
   899   0.162392E+04   0.288229E+02   0.102672E+00   0.626379E+02
   900   0.161194E+04   0.291065E+02   0.102634E+00   0.623985E+02
   901   0.160001E+04   0.293884E+02   0.102596E+00   0.621288E+02
   902   0.158814E+04   0.296684E+02   0.102557E+00   0.618290E+02
   903   0.157635E+04   0.299466E+02   0.102518E+00   0.614992E+02
   904   0.156461E+04   0.302227E+02   0.102477E+00   0.611394E+02
   905   0.155294E+04   0.304968E+02   0.102437E+00   0.607500E+02
   906   0.154135E+04   0.307688E+02   0.102395E+00   0.603310E+02
   907   0.152983E+04   0.310386E+02   0.102354E+00   0.598825E+02
   908   0.151839E+04   0.313060E+02   0.102311E+00   0.594049E+02
   909   0.150702E+04   0.315711E+02   0.102268E+00   0.588984E+02
   910   0.149574E+04   0.318337E+02   0.102225E+00   0.583634E+02
   911   0.148453E+04   0.320937E+02   0.102182E+00   0.578001E+02
   912   0.147342E+04   0.323512E+02   0.102138E+00   0.572090E+02
   913   0.146240E+04   0.326060E+02   0.102093E+00   0.565902E+02
   914   0.145147E+04   0.328580E+02   0.102049E+00   0.559442E+02
   915   0.144062E+04   0.331071E+02   0.102004E+00   0.552711E+02
   916   0.142987E+04   0.333534E+02   0.101958E+00   0.545715E+02
   917   0.141922E+04   0.335965E+02   0.101913E+00   0.538456E+02
   918   0.140865E+04   0.338365E+02   0.101868E+00   0.530938E+02
   919   0.139819E+04   0.340733E+02   0.101822E+00   0.523165E+02
   920   0.138784E+04   0.343068E+02   0.101776E+00   0.515140E+02
   921   0.137757E+04   0.345367E+02   0.101730E+00   0.506868E+02
   922   0.136742E+04   0.347632E+02   0.101684E+00   0.498353E+02
   923   0.135738E+04   0.349861E+02   0.101638E+00   0.489601E+02
   924   0.134744E+04   0.352054E+02   0.101592E+00   0.480617E+02
   925   0.133762E+04   0.354208E+02   0.101546E+00   0.471407E+02
   926   0.132791E+04   0.356325E+02   0.101500E+00   0.461978E+02
   927   0.131831E+04   0.358402E+02   0.101454E+00   0.452334E+02
   928   0.130884E+04   0.360439E+02   0.101408E+00   0.442481E+02
   929   0.129949E+04   0.362436E+02   0.101362E+00   0.432424E+02
   930   0.129026E+04   0.364390E+02   0.101317E+00   0.422167E+02
   931   0.128116E+04   0.366302E+02   0.101272E+00   0.411716E+02
   932   0.127218E+04   0.368171E+02   0.101227E+00   0.401076E+02
   933   0.126333E+04   0.369995E+02   0.101182E+00   0.390252E+02
   934   0.125462E+04   0.371773E+02   0.101137E+00   0.379247E+02
   935   0.124603E+04   0.373506E+02   0.101093E+00   0.368068E+02
   936   0.123757E+04   0.375190E+02   0.101049E+00   0.356720E+02
   937   0.122925E+04   0.376827E+02   0.101005E+00   0.345210E+02
   938   0.122106E+04   0.378416E+02   0.100962E+00   0.333541E+02
   939   0.121301E+04   0.379955E+02   0.100920E+00   0.321722E+02
   940   0.120510E+04   0.381442E+02   0.100877E+00   0.309758E+02
   941   0.119733E+04   0.382880E+02   0.100835E+00   0.297654E+02
   942   0.118969E+04   0.384265E+02   0.100794E+00   0.285416E+02
   943   0.118221E+04   0.385598E+02   0.100753E+00   0.273051E+02
   944   0.117486E+04   0.386877E+02   0.100713E+00   0.260567E+02
   945   0.116766E+04   0.388103E+02   0.100673E+00   0.247968E+02
   946   0.116061E+04   0.389275E+02   0.100634E+00   0.235263E+02
   947   0.115370E+04   0.390391E+02   0.100595E+00   0.222459E+02
   948   0.114695E+04   0.391452E+02   0.100557E+00   0.209562E+02
   949   0.114034E+04   0.392456E+02   0.100520E+00   0.196577E+02
   950   0.113388E+04   0.393404E+02   0.100483E+00   0.183515E+02
   951   0.112758E+04   0.394294E+02   0.100447E+00   0.170378E+02
   952   0.112142E+04   0.395127E+02   0.100412E+00   0.157173E+02
   953   0.111542E+04   0.395901E+02   0.100377E+00   0.143903E+02
   954   0.110957E+04   0.396617E+02   0.100344E+00   0.130572E+02
   955   0.110387E+04   0.397275E+02   0.100311E+00   0.117186E+02
   956   0.109832E+04   0.397873E+02   0.100279E+00   0.103747E+02
   957   0.109293E+04   0.398413E+02   0.100247E+00   0.902607E+01
   958   0.108768E+04   0.398894E+02   0.100217E+00   0.767334E+01
   959   0.108259E+04   0.399317E+02   0.100187E+00   0.631711E+01
   960   0.107766E+04   0.399682E+02   0.100158E+00   0.495788E+01
   961   0.107287E+04   0.399988E+02   0.100130E+00   0.359618E+01
   962   0.106824E+04   0.400237E+02   0.100103E+00   0.223266E+01
   963   0.106376E+04   0.400428E+02   0.100077E+00   0.867912E+00
   964   0.105943E+04   0.400561E+02   0.100052E+00  -0.497700E+00
   965   0.105526E+04   0.400638E+02   0.100028E+00  -0.186366E+01
   966   0.105123E+04   0.400656E+02   0.100004E+00  -0.322946E+01
   967   0.104736E+04   0.400616E+02   0.999822E-01  -0.459459E+01
   968   0.104364E+04   0.400519E+02   0.999609E-01  -0.595861E+01
   969   0.104006E+04   0.400364E+02   0.999407E-01  -0.732100E+01
   970   0.103664E+04   0.400151E+02   0.999214E-01  -0.868134E+01
   971   0.103336E+04   0.399881E+02   0.999032E-01  -0.100390E+02
   972   0.103022E+04   0.399554E+02   0.998860E-01  -0.113935E+02
   973   0.102723E+04   0.399169E+02   0.998699E-01  -0.127443E+02
   974   0.102439E+04   0.398729E+02   0.998548E-01  -0.140908E+02
   975   0.102169E+04   0.398232E+02   0.998408E-01  -0.154324E+02
   976   0.101913E+04   0.397680E+02   0.998279E-01  -0.167688E+02
   977   0.101672E+04   0.397071E+02   0.998160E-01  -0.180991E+02
   978   0.101445E+04   0.396408E+02   0.998052E-01  -0.194231E+02
   979   0.101231E+04   0.395690E+02   0.997956E-01  -0.207401E+02
   980   0.101032E+04   0.394917E+02   0.997870E-01  -0.220496E+02
   981   0.100846E+04   0.394091E+02   0.997796E-01  -0.233511E+02
   982   0.100673E+04   0.393212E+02   0.997732E-01  -0.246441E+02
   983   0.100514E+04   0.392281E+02   0.997680E-01  -0.259281E+02
   984   0.100368E+04   0.391297E+02   0.997639E-01  -0.272026E+02
   985   0.100235E+04   0.390261E+02   0.997609E-01  -0.284671E+02
   986   0.100115E+04   0.389174E+02   0.997591E-01  -0.297212E+02
   987   0.100008E+04   0.388036E+02   0.997583E-01  -0.309643E+02
   988   0.999142E+03   0.386847E+02   0.997587E-01  -0.321962E+02
   989   0.998323E+03   0.385608E+02   0.997602E-01  -0.334162E+02
   990   0.997627E+03   0.384319E+02   0.997628E-01  -0.346239E+02
   991   0.997050E+03   0.382980E+02   0.997666E-01  -0.358189E+02
   992   0.996601E+03   0.381593E+02   0.997714E-01  -0.370006E+02
   993   0.996263E+03   0.380156E+02   0.997774E-01  -0.381685E+02
   994   0.996048E+03   0.378673E+02   0.997845E-01  -0.393219E+02
   995   0.995942E+03   0.377143E+02   0.997927E-01  -0.404603E+02
   996   0.995949E+03   0.375568E+02   0.998019E-01  -0.415831E+02
   997   0.996070E+03   0.373947E+02   0.998123E-01  -0.426897E+02
   998   0.996302E+03   0.372282E+02   0.998238E-01  -0.437797E+02
   999   0.996636E+03   0.370573E+02   0.998363E-01  -0.448521E+02
  1000   0.997080E+03   0.368822E+02   0.998500E-01  -0.459066E+02
  1001   0.997617E+03   0.367028E+02   0.998646E-01  -0.469425E+02
  1002   0.998261E+03   0.365191E+02   0.998804E-01  -0.479592E+02
  1003   0.998997E+03   0.363313E+02   0.998972E-01  -0.489565E+02
  1004   0.999832E+03   0.361393E+02   0.999150E-01  -0.499339E+02
  1005   0.100075E+04   0.359431E+02   0.999339E-01  -0.508911E+02
  1006   0.100177E+04   0.357430E+02   0.999538E-01  -0.518280E+02
  1007   0.100287E+04   0.355391E+02   0.999746E-01  -0.527446E+02
  1008   0.100406E+04   0.353316E+02   0.999965E-01  -0.536409E+02
  1009   0.100534E+04   0.351207E+02   0.100019E+00  -0.545169E+02
  1010   0.100669E+04   0.349067E+02   0.100043E+00  -0.553726E+02
  1011   0.100814E+04   0.346894E+02   0.100068E+00  -0.562078E+02
  1012   0.100965E+04   0.344693E+02   0.100094E+00  -0.570228E+02
  1013   0.101124E+04   0.342463E+02   0.100120E+00  -0.578173E+02
  1014   0.101292E+04   0.340203E+02   0.100148E+00  -0.585910E+02
  1015   0.101467E+04   0.337913E+02   0.100176E+00  -0.593440E+02
  1016   0.101649E+04   0.335594E+02   0.100206E+00  -0.600760E+02
  1017   0.101839E+04   0.333243E+02   0.100236E+00  -0.607870E+02
  1018   0.102036E+04   0.330862E+02   0.100267E+00  -0.614767E+02
  1019   0.102240E+04   0.328451E+02   0.100299E+00  -0.621449E+02
  1020   0.102451E+04   0.326009E+02   0.100332E+00  -0.627913E+02
  1021   0.102668E+04   0.323540E+02   0.100365E+00  -0.634155E+02
  1022   0.102892E+04   0.321046E+02   0.100400E+00  -0.640170E+02
  1023   0.103120E+04   0.318527E+02   0.100435E+00  -0.645954E+02
  1024   0.103354E+04   0.315987E+02   0.100471E+00  -0.651504E+02
  1025   0.103593E+04   0.313427E+02   0.100507E+00  -0.656815E+02
  1026   0.103837E+04   0.310848E+02   0.100545E+00  -0.661883E+02
  1027   0.104085E+04   0.308252E+02   0.100583E+00  -0.666713E+02
  1028   0.104337E+04   0.305640E+02   0.100621E+00  -0.671306E+02
  1029   0.104594E+04   0.303012E+02   0.100661E+00  -0.675666E+02
  1030   0.104854E+04   0.300368E+02   0.100701E+00  -0.679796E+02
  1031   0.105118E+04   0.297712E+02   0.100741E+00  -0.683702E+02
  1032   0.105386E+04   0.295041E+02   0.100782E+00  -0.687386E+02
  1033   0.105658E+04   0.292359E+02   0.100824E+00  -0.690850E+02
  1034   0.105933E+04   0.289664E+02   0.100867E+00  -0.694091E+02
  1035   0.106212E+04   0.286962E+02   0.100909E+00  -0.697107E+02
  1036   0.106493E+04   0.284251E+02   0.100953E+00  -0.699894E+02
  1037   0.106775E+04   0.281533E+02   0.100997E+00  -0.702447E+02
  1038   0.107060E+04   0.278812E+02   0.101041E+00  -0.704764E+02
  1039   0.107346E+04   0.276087E+02   0.101086E+00  -0.706842E+02
  1040   0.107633E+04   0.273360E+02   0.101131E+00  -0.708676E+02
  1041   0.107921E+04   0.270633E+02   0.101176E+00  -0.710269E+02
  1042   0.108210E+04   0.267905E+02   0.101222E+00  -0.711623E+02
  1043   0.108498E+04   0.265177E+02   0.101268E+00  -0.712737E+02
  1044   0.108787E+04   0.262449E+02   0.101315E+00  -0.713620E+02
  1045   0.109076E+04   0.259722E+02   0.101362E+00  -0.714268E+02
  1046   0.109365E+04   0.256997E+02   0.101409E+00  -0.714689E+02
  1047   0.109653E+04   0.254273E+02   0.101457E+00  -0.714881E+02
  1048   0.109941E+04   0.251553E+02   0.101504E+00  -0.714844E+02
  1049   0.110228E+04   0.248840E+02   0.101552E+00  -0.714575E+02
  1050   0.110513E+04   0.246136E+02   0.101600E+00  -0.714091E+02
  1051   0.110797E+04   0.243442E+02   0.101648E+00  -0.713387E+02
  1052   0.111078E+04   0.240760E+02   0.101697E+00  -0.712458E+02
  1053   0.111358E+04   0.238093E+02   0.101745E+00  -0.711307E+02
  1054   0.111635E+04   0.235441E+02   0.101793E+00  -0.709935E+02
  1055   0.111910E+04   0.232805E+02   0.101842E+00  -0.708353E+02
  1056   0.112183E+04   0.230185E+02   0.101891E+00  -0.706555E+02
  1057   0.112452E+04   0.227583E+02   0.101939E+00  -0.704537E+02
  1058   0.112719E+04   0.224998E+02   0.101988E+00  -0.702315E+02
  1059   0.112982E+04   0.222431E+02   0.102036E+00  -0.699877E+02
  1060   0.113243E+04   0.219883E+02   0.102085E+00  -0.697226E+02
  1061   0.113501E+04   0.217354E+02   0.102133E+00  -0.694377E+02
  1062   0.113755E+04   0.214846E+02   0.102181E+00  -0.691312E+02
  1063   0.114006E+04   0.212357E+02   0.102229E+00  -0.688055E+02
  1064   0.114252E+04   0.209890E+02   0.102277E+00  -0.684593E+02
  1065   0.114495E+04   0.207445E+02   0.102324E+00  -0.680928E+02
  1066   0.114734E+04   0.205022E+02   0.102372E+00  -0.677078E+02
  1067   0.114968E+04   0.202622E+02   0.102419E+00  -0.673029E+02
  1068   0.115199E+04   0.200247E+02   0.102466E+00  -0.668792E+02
  1069   0.115424E+04   0.197896E+02   0.102512E+00  -0.664368E+02
  1070   0.115646E+04   0.195570E+02   0.102558E+00  -0.659760E+02
  1071   0.115862E+04   0.193271E+02   0.102604E+00  -0.654969E+02
  1072   0.116074E+04   0.191000E+02   0.102650E+00  -0.650006E+02
  1073   0.116280E+04   0.188756E+02   0.102695E+00  -0.644865E+02
  1074   0.116482E+04   0.186542E+02   0.102739E+00  -0.639555E+02
  1075   0.116677E+04   0.184357E+02   0.102783E+00  -0.634079E+02
  1076   0.116868E+04   0.182203E+02   0.102827E+00  -0.628431E+02
  1077   0.117053E+04   0.180080E+02   0.102870E+00  -0.622628E+02
  1078   0.117232E+04   0.177990E+02   0.102912E+00  -0.616672E+02
  1079   0.117405E+04   0.175932E+02   0.102954E+00  -0.610558E+02
  1080   0.117573E+04   0.173908E+02   0.102996E+00  -0.604303E+02
  1081   0.117734E+04   0.171918E+02   0.103036E+00  -0.597893E+02
  1082   0.117889E+04   0.169963E+02   0.103077E+00  -0.591346E+02
  1083   0.118037E+04   0.168044E+02   0.103116E+00  -0.584664E+02
  1084   0.118179E+04   0.166162E+02   0.103155E+00  -0.577848E+02
  1085   0.118314E+04   0.164316E+02   0.103193E+00  -0.570909E+02
  1086   0.118443E+04   0.162508E+02   0.103230E+00  -0.563832E+02
  1087   0.118565E+04   0.160738E+02   0.103267E+00  -0.556643E+02
  1088   0.118679E+04   0.159007E+02   0.103303E+00  -0.549335E+02
  1089   0.118786E+04   0.157315E+02   0.103338E+00  -0.541911E+02
  1090   0.118886E+04   0.155664E+02   0.103372E+00  -0.534381E+02
  1091   0.118979E+04   0.154053E+02   0.103406E+00  -0.526752E+02
  1092   0.119064E+04   0.152484E+02   0.103438E+00  -0.519021E+02
  1093   0.119142E+04   0.150958E+02   0.103470E+00  -0.511203E+02
  1094   0.119211E+04   0.149475E+02   0.103501E+00  -0.503294E+02
  1095   0.119274E+04   0.148036E+02   0.103531E+00  -0.495309E+02
  1096   0.119328E+04   0.146641E+02   0.103560E+00  -0.487244E+02
  1097   0.119375E+04   0.145292E+02   0.103588E+00  -0.479107E+02
  1098   0.119414E+04   0.143989E+02   0.103615E+00  -0.470908E+02
  1099   0.119444E+04   0.142732E+02   0.103641E+00  -0.462649E+02
  1100   0.119467E+04   0.141522E+02   0.103667E+00  -0.454339E+02
  1101   0.119481E+04   0.140357E+02   0.103691E+00  -0.445971E+02
  1102   0.119488E+04   0.139241E+02   0.103714E+00  -0.437562E+02
  1103   0.119485E+04   0.138173E+02   0.103736E+00  -0.429101E+02
  1104   0.119475E+04   0.137152E+02   0.103757E+00  -0.420603E+02
  1105   0.119457E+04   0.136178E+02   0.103777E+00  -0.412067E+02
  1106   0.119429E+04   0.135252E+02   0.103796E+00  -0.403497E+02
  1107   0.119395E+04   0.134373E+02   0.103814E+00  -0.394895E+02
  1108   0.119351E+04   0.133542E+02   0.103831E+00  -0.386266E+02
  1109   0.119299E+04   0.132760E+02   0.103847E+00  -0.377612E+02
  1110   0.119239E+04   0.132025E+02   0.103861E+00  -0.368938E+02
  1111   0.119171E+04   0.131339E+02   0.103875E+00  -0.360246E+02
  1112   0.119094E+04   0.130700E+02   0.103887E+00  -0.351539E+02
  1113   0.119009E+04   0.130110E+02   0.103898E+00  -0.342824E+02
  1114   0.118916E+04   0.129568E+02   0.103908E+00  -0.334101E+02
  1115   0.118815E+04   0.129073E+02   0.103917E+00  -0.325375E+02
  1116   0.118706E+04   0.128627E+02   0.103925E+00  -0.316650E+02
  1117   0.118589E+04   0.128228E+02   0.103931E+00  -0.307929E+02
  1118   0.118464E+04   0.127877E+02   0.103936E+00  -0.299215E+02
  1119   0.118331E+04   0.127574E+02   0.103940E+00  -0.290514E+02
  1120   0.118189E+04   0.127317E+02   0.103943E+00  -0.281826E+02
  1121   0.118040E+04   0.127109E+02   0.103945E+00  -0.273158E+02
  1122   0.117883E+04   0.126947E+02   0.103945E+00  -0.264512E+02
  1123   0.117717E+04   0.126832E+02   0.103944E+00  -0.255891E+02
  1124   0.117545E+04   0.126765E+02   0.103942E+00  -0.247300E+02
  1125   0.117364E+04   0.126743E+02   0.103939E+00  -0.238742E+02
  1126   0.117174E+04   0.126768E+02   0.103934E+00  -0.230222E+02
  1127   0.116978E+04   0.126839E+02   0.103928E+00  -0.221744E+02
  1128   0.116774E+04   0.126956E+02   0.103921E+00  -0.213314E+02
  1129   0.116563E+04   0.127119E+02   0.103913E+00  -0.204933E+02
  1130   0.116345E+04   0.127327E+02   0.103903E+00  -0.196608E+02
  1131   0.116119E+04   0.127580E+02   0.103892E+00  -0.188343E+02
  1132   0.115886E+04   0.127878E+02   0.103880E+00  -0.180140E+02
  1133   0.115646E+04   0.128220E+02   0.103867E+00  -0.172004E+02
  1134   0.115399E+04   0.128607E+02   0.103852E+00  -0.163939E+02
  1135   0.115145E+04   0.129036E+02   0.103836E+00  -0.155949E+02
  1136   0.114884E+04   0.129509E+02   0.103819E+00  -0.148037E+02
  1137   0.114617E+04   0.130024E+02   0.103800E+00  -0.140207E+02
  1138   0.114343E+04   0.130581E+02   0.103780E+00  -0.132463E+02
  1139   0.114063E+04   0.131180E+02   0.103759E+00  -0.124808E+02
  1140   0.113775E+04   0.131820E+02   0.103737E+00  -0.117247E+02
  1141   0.113482E+04   0.132501E+02   0.103713E+00  -0.109785E+02
  1142   0.113182E+04   0.133221E+02   0.103689E+00  -0.102425E+02
  1143   0.112877E+04   0.133981E+02   0.103662E+00  -0.951714E+01
  1144   0.112565E+04   0.134780E+02   0.103635E+00  -0.880280E+01
  1145   0.112248E+04   0.135617E+02   0.103607E+00  -0.809988E+01
  1146   0.111925E+04   0.136492E+02   0.103577E+00  -0.740883E+01
  1147   0.111597E+04   0.137405E+02   0.103546E+00  -0.672997E+01
  1148   0.111262E+04   0.138353E+02   0.103513E+00  -0.606367E+01
  1149   0.110923E+04   0.139337E+02   0.103480E+00  -0.541039E+01
  1150   0.110579E+04   0.140356E+02   0.103445E+00  -0.477043E+01
  1151   0.110229E+04   0.141409E+02   0.103409E+00  -0.414413E+01
  1152   0.109875E+04   0.142496E+02   0.103372E+00  -0.353177E+01
  1153   0.109516E+04   0.143616E+02   0.103334E+00  -0.293343E+01
  1154   0.109152E+04   0.144770E+02   0.103294E+00  -0.234926E+01
  1155   0.108784E+04   0.145954E+02   0.103253E+00  -0.177943E+01
  1156   0.108411E+04   0.147172E+02   0.103211E+00  -0.122416E+01
  1157   0.108034E+04   0.148419E+02   0.103168E+00  -0.683473E+00
  1158   0.107653E+04   0.149698E+02   0.103124E+00  -0.157673E+00
  1159   0.107268E+04   0.151006E+02   0.103079E+00   0.353150E+00
  1160   0.106879E+04   0.152345E+02   0.103032E+00   0.848907E+00
  1161   0.106486E+04   0.153711E+02   0.102985E+00   0.132943E+01
  1162   0.106090E+04   0.155106E+02   0.102936E+00   0.179471E+01
  1163   0.105690E+04   0.156528E+02   0.102886E+00   0.224458E+01
  1164   0.105287E+04   0.157977E+02   0.102836E+00   0.267886E+01
  1165   0.104881E+04   0.159452E+02   0.102784E+00   0.309754E+01
  1166   0.104472E+04   0.160952E+02   0.102731E+00   0.350044E+01
  1167   0.104059E+04   0.162477E+02   0.102677E+00   0.388755E+01
  1168   0.103643E+04   0.164026E+02   0.102622E+00   0.425870E+01
  1169   0.103225E+04   0.165598E+02   0.102566E+00   0.461384E+01
  1170   0.102804E+04   0.167191E+02   0.102509E+00   0.495290E+01
  1171   0.102380E+04   0.168806E+02   0.102451E+00   0.527568E+01
  1172   0.101955E+04   0.170443E+02   0.102392E+00   0.558224E+01
  1173   0.101527E+04   0.172098E+02   0.102333E+00   0.587239E+01
